,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
3361MV,1157,135,857,1306,806,52,3234,2290,747,758,2031,16045,1236,890,204391,5482,643,1113,6944,93,1,1836,227,232,2054,819,10899,7217,0,97,0,10820,913,1,301,2510,460,112,1712,253,189,26,0,0,0,0,2422,0,158,4708,743,16438,1941,653,788,1768,158,3257,148,151,261,1291,23355,7413,144,4532,9605,1618
3364OT,0,6,0,5,0,0,64,11,0,0,53,107,0,0,464,64790,0,0,0,0,0,0,0,0,0,0,0,0,1709,1143,2000,13,61,0,2604,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1952,64,32,50,0,0,0,0,0,0,28,0,0,270,48513,204,3,0,62
337,0,0,0,0,0,0,27064,724,1,0,0,356,113,1,35,460,4666,224,0,0,0,0,0,0,0,378,874,1670,0,0,0,0,0,0,0,0,1,0,178,325,0,0,0,0,7659,106,0,13,4,650,7,3,0,0,278,108,1,184,619,730,2,296,730,0,0,143,15,412
339,135,1,21,34,29,0,2009,30,132,30,74,2879,3,668,2827,193,17,10144,56,11,104,0,5,4,520,146,1066,2222,0,1,0,10,29,1,218,175,7,2,229,98,148,27,12,0,0,397,65,17,54,2391,17,2361,327,469,27538,35771,1031,1908,132,375,77,859,2504,1123,566,0,7054,44
311FT,40169,267,0,0,0,0,0,26,610,7,0,0,0,0,0,0,0,6,209571,36,232,503,321,554,6195,233,3088,2260,849,2,549,43,0,0,14,0,56,23,0,89,0,0,0,0,0,0,0,0,0,7950,140,0,0,9292,5,8019,6718,15208,1435,7982,10010,101708,2653,4599,81,1328,56126,0
313TT,121,75,0,2,0,0,3713,558,357,0,1,831,1,0,3655,2049,4062,2269,238,9147,1484,4146,285,36,3,3179,3658,1919,0,0,127,31,0,1,111,10,2,200,9,7,0,0,0,0,1,228,243,0,0,516,22,134,190,57,78,463,2338,1596,0,631,2198,355,939,1496,431,6,2811,18
315AL,60,0,0,0,0,0,0,0,1,0,0,0,0,0,2165,0,0,145,22,273,1278,0,2278,14,0,1,856,377,0,0,0,0,0,0,0,0,87,23,679,0,0,0,0,0,0,0,120,0,0,28,9,223,133,117,57,72,0,637,134,40,15,186,2321,295,65,82,2820,39
322,587,0,45,158,78,35,3570,1144,1947,1415,2290,2537,800,1329,4663,913,1705,2285,26699,396,21,53173,11697,365,7474,4916,8166,1646,29,52,7,260,1027,42,2706,318,1919,69,522,227,1630,425,470,2,1,1391,1345,489,679,3414,567,5898,406,302,1765,2015,1135,1334,90,179,4293,4976,1231,178,2541,201,11345,34
323,16,0,5,2,0,12,51,6,0,0,14,9,0,3,5,0,0,0,65,0,1,0,1563,3,285,0,13363,6269,9,13,0,265,114,5,324,20,5085,473,628,3891,1580,1271,4087,0,0,208,532,1025,443,6080,1243,3497,20,918,1883,3150,145,2635,919,244,1174,1058,2065,587,1805,58,8554,514
324,11791,584,3364,4486,3043,15664,56863,1159,745,1488,1203,993,224,693,584,275,336,950,3131,88,5,1860,677,19758,14277,871,6390,2385,27736,6633,6864,35775,3744,115,11903,6424,270,90,677,740,9290,3970,43,1619,84,8391,2461,69,1815,2360,1141,6392,2011,1459,971,1606,945,663,241,942,1213,4463,3221,11646,1652,2094,79206,27083
325,32336,2665,4726,2387,2267,2468,18962,3817,4702,2121,7632,3546,3055,2949,12762,2304,2646,7417,8741,13108,141,11698,4996,36629,245092,74189,2546,1256,2,311,12,311,28,3,164,820,779,216,946,661,142,125,72,0,704,14343,116,267,374,16877,1093,10190,2247,976,44291,24624,3658,737,629,1206,93,1226,6125,7619,3613,96,38564,3344
326,2056,109,65,1811,872,42,47299,1372,1318,553,2563,13357,3587,2632,24541,5451,4756,5935,23070,425,103,3233,3111,605,13390,21656,22161,5166,487,6,0,1234,96,79,3359,390,412,88,6149,412,100,117,410,0,19,810,2007,42,2533,7436,138,3166,492,730,10718,3985,1983,1555,52,299,195,8938,6574,2130,1004,31,10141,3781
42,1825,10,162,52,0,1348,78,212,320,794,883,1915,1195,1756,2933,63,427,1762,3828,101,16,1176,140,124,4633,2944,40695,11772,167,0,0,89,0,5,0,0,659,11,2016,49,16,26,65,6,0,0,10763,0,400,0,0,72,28,29,68,24,0,0,0,45,0,43,60,0,0,5,24,0
4A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,0,1,14,340,1276,421,124,255,178,486,345,70,32,248,140,157,203,516,23,3,170,227,121,300,442,10321,397,322,25,224,3552,48,3,1619,518,644,217,876,2062,7130,3554,156,804,18,14885,1527,1266,4840,5841,547,6010,593,999,3164,361,359,705,171,236,244,2047,1011,5851,4138,380,4110,86
482,0,0,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,109,36,0,27,0,4219,0,1,153,5,0,0,304,1,13,6,135,0,0,0,9,31,16,257,2,84,0,0,7,21,0,0,0,0,0,0,11,108,83,841,252,0
483,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1075,85,5,5,232,5,47,0,6,1,0,0,0,8,1191,118,887,118,0
484,134,0,0,0,126,0,0,70,84,88,322,190,75,53,86,91,75,205,148,30,6,197,48,206,153,198,4109,4392,876,128,77,10714,97,6,3466,1143,105,32,2,211,0,0,6,4,0,0,221,74,80,1035,5,218,38,20,127,201,20,81,22,3,14,135,144,3910,69,962,186,12
485,0,1,0,3,83,776,424,33,68,49,129,95,19,9,70,37,41,66,137,5,0,46,58,32,84,114,1166,95,1,270,0,0,0,1,167,4,193,54,592,814,2741,1010,1189,217,20,5094,586,552,1851,3253,184,2276,154,444,1505,1848,504,171,2151,57,91,739,314,27,5,13,14484,799
486,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,0,82,12,423,6,8859,0,530,618,118,79,18,0,3,10,0,323,170,418,42,0,395,370,815,174,491,59100,11700,23547,1023,4248,44636,834,257,26626,5589,1541,496,155,3120,923,3317,68,0,0,0,3241,747,973,7394,613,2276,1575,368,1698,2942,311,1354,510,562,98,726,1326,5,239,1114,671,2992
493,740,0,4,124,0,774,0,971,1740,70,584,519,548,80,81,134,105,426,3074,686,87,2520,746,807,2558,2756,26470,21335,72,1,736,5383,199,47,892,6810,511,138,367,1047,0,0,19,0,2,142,544,215,260,1026,10,11966,263,209,639,1064,176,365,200,91,572,968,616,305,1288,0,5290,103
511,78,0,14,1,8,270,715,15,2,13,69,43,64,3,16,257,10,28,9,0,0,8,52,5,45,7,3473,947,17,56,0,37,8,0,609,134,47511,38,688,1988,1105,1016,630,99,0,876,884,1427,1059,5375,660,2174,20,792,2141,1310,115,1737,46,63,138,169,733,58,1293,42,8950,265
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,32,8,0,0,1,0,16,11,0,98,23340,41518,170,30,20,0,0,0,60,351,8,37,2609,286,42,0,364,35,9,478,872,295,38,440,3036,442,17,909,76,341,0
513,957,18,317,144,590,1910,6043,328,810,275,1173,1172,365,152,475,885,212,453,1299,84,11,344,517,123,658,428,12274,6229,670,103,91,1156,858,100,1111,489,2482,628,101202,13791,12696,4137,2740,965,54,6802,1637,3327,2690,8738,1975,11151,1011,2400,5927,2291,1230,967,660,1066,3999,4746,4571,5978,7077,2108,66854,1675
514,0,0,36,9,25,4647,1687,413,802,514,1462,1646,218,323,482,2040,506,640,1308,91,12,638,282,164,584,434,3541,8169,605,0,0,121,112,20,853,176,3806,110,4181,11715,33122,4130,2392,3257,4,1220,732,4260,3214,14208,1352,28139,1261,4622,1601,2684,273,781,870,1180,864,8025,7936,1587,3737,527,26032,2551
521CI,2838,277,1537,822,771,11279,7603,534,837,953,1910,2073,1386,784,2058,1418,536,1567,3770,265,142,1115,771,1344,4368,1670,41776,11582,1181,6515,1065,1963,4811,858,1973,362,4924,2434,17709,3126,99902,49459,1233,4173,102196,81661,13853,2550,4774,15110,25390,9366,1068,2370,5574,5580,1075,1390,975,1881,6819,7430,17173,0,2172,1434,15295,3311
523,235,15,1531,1359,5969,626,1158,14,44,1044,1563,1447,131,262,1243,570,560,699,84,4,0,12,24,23,21,58,2555,550,1563,341,733,308,1525,41,1132,26,311,240,175,94,36747,27042,2548,96704,3,6016,1872,505,455,1819,7056,891,30,987,1016,5934,261,1499,706,63,3542,3930,3924,0,4,13,20006,2339
524,4251,652,1785,801,3389,2255,494,199,980,667,1047,1762,410,934,2124,1340,591,684,3722,295,60,367,96,369,2432,823,45201,8686,680,41,860,13119,6079,232,3680,2626,605,1250,2203,997,5107,9708,343280,13083,7369,56441,8615,3732,2738,11403,359,7413,1356,2487,12837,13764,3147,9952,2386,1512,1534,6745,4306,0,807,3477,3380,10880
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4758,10344,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,672,0
HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,5027,21,965,161,746,7482,13281,592,955,436,4429,2124,3691,637,1737,1612,1093,1509,4226,444,124,1495,1743,141,3968,2358,74330,93412,222,150,784,6001,1932,162,6762,8687,6943,3540,21068,8741,26929,21962,20541,692,11081,171613,8703,22404,8459,54382,32165,30411,2510,32087,50294,62547,27230,18866,11534,16418,2388,48887,51320,224,9970,493,23051,2613
532RL,2730,108,2346,2154,4329,2828,23803,217,670,541,1560,1183,514,328,5215,1025,232,661,2662,68,1553,761,454,958,3169,792,22660,5868,12575,5880,6411,8764,921,57,3506,5865,1731,930,9476,7088,4543,4646,3653,41,4435,2124,9677,2020,2750,13857,15608,7876,2400,1668,3906,3981,590,553,1686,2017,1784,7494,2514,218,247,216,6388,549
5411,380,102,582,445,408,7529,5690,347,452,415,1746,1651,4131,279,2075,1775,297,1588,1234,123,67,725,320,495,4132,1066,17274,4310,612,907,153,217,204,48,639,328,4685,575,3711,4704,6574,10536,13116,2781,1986,13358,764,2930,3982,15014,10566,8577,487,444,5817,15327,1627,570,2234,1567,1280,2190,4465,0,115,76,11431,1192
5415,482,33,2483,561,113,2467,4908,218,335,283,1589,2440,624,102,663,3953,294,494,1119,85,8,318,470,552,526,558,19647,5641,421,1221,16,572,168,4,226,302,8891,380,4850,9804,14189,9208,6917,1638,875,3637,423,4342,5947,9527,2167,14653,447,1524,3729,4353,839,1188,386,930,990,4037,3220,3977,11359,105,27195,4779
5412OP,2342,561,1839,1519,1905,16495,46700,1310,2131,2195,4835,4802,6071,1455,4510,4585,2049,3836,11989,575,148,2394,1546,2293,9720,4037,120853,53787,1934,1974,1404,3156,1596,592,2465,2144,21722,5902,43228,31695,62402,36844,32733,4024,2743,51754,7729,10951,26721,123869,41887,44471,2609,6758,27763,33594,8392,4484,7976,7078,9192,22327,26383,35068,9685,1336,61591,19246
55,0,0,13607,4998,4734,62,9581,353,2247,1057,4630,15461,5557,2231,7369,5468,481,4013,22454,666,207,2348,477,3602,21755,1785,88091,26284,3077,7,1539,4373,150,2,6297,1672,4113,293,3411,2693,9481,10650,6642,1316,88,7069,9303,5228,4700,15140,53,22696,3018,7440,51395,10607,6405,4919,2485,2083,19069,45726,7540,0,0,81,4,0
561,597,45,314,631,2102,14922,7974,627,1079,3228,9198,3493,2872,489,3286,8324,396,1842,4219,249,275,1690,3028,2125,4802,2010,68822,19550,4302,806,5691,10204,6213,833,9509,5733,18510,1488,37265,16961,24326,12846,10211,214,3452,97825,20446,9892,31339,53452,16555,68427,4622,4791,26210,37360,8435,3276,5668,3160,5220,10423,15542,5828,9796,576,37204,6956
562,295,5,330,100,149,569,2074,109,249,269,365,279,153,59,215,269,103,141,1202,66,1,295,94,495,1915,316,2891,1442,63,142,10,782,34,15,265,277,76,54,119,86,714,141,1988,845,3,30034,646,309,307,1888,859,1880,11003,303,1492,1713,802,554,124,474,1130,2078,1533,92,1299,245,20795,3469
61,2,0,0,0,0,157,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,1,1869,2888,176,12,0,0,0,2,38,0,0,0,22,111,26,5,0,0,0,0,0,0,111,42,0,286,0,2073,0,3,0,0,2013,200,0,0,1766,0,15,61,7486,7
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,66,0,0,14285,8686,60,1,94,2,0,0,51,0,994,0,8832,0
622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16228,0,0,0,0,0,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,0,899,0
624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,0
711AS,84,0,0,0,23,205,174,19,30,35,64,50,7,4,34,19,18,29,91,5,0,31,32,32,37,93,3017,499,0,141,0,49,17,0,234,6,202,6751,29597,380,2198,577,200,341,1,5133,270,595,951,3864,3925,1891,88,1293,757,790,161,278,20733,581,247,2717,1627,0,14,24,1217,34
713,20,0,0,0,12,47,85,4,10,6,16,11,2,1,8,5,5,8,17,0,0,6,8,4,10,15,432,295,0,0,0,0,0,0,5,1,26,7,40,110,364,133,29,29,1,0,50,83,254,332,776,403,22,50,219,10,21,46,139,205,316,699,47,2,2,0,517,89
721,1,0,1,8,201,1220,412,74,160,116,308,236,45,24,165,88,97,161,327,16,2,108,191,76,202,329,3500,247,0,14,0,0,0,3,333,15,549,172,848,2311,7624,2829,592,614,21,13791,1170,1384,5405,6664,942,5457,534,810,3048,212,260,151,125,217,502,2169,832,1434,900,48,2999,171
722,443,8,8,30,391,2419,500,108,202,174,366,308,51,48,204,122,113,183,493,34,6,159,174,167,246,366,8641,3561,7303,3,17,810,141,17,1308,303,492,249,816,2073,11209,2879,3395,1464,17,39555,2942,2520,7201,16667,4646,10612,502,1731,20754,12962,6768,2264,513,1214,7824,5613,2284,519,288,236,8941,566
81,345,45,49,109,495,1558,5855,361,959,1001,1577,1039,569,142,840,586,153,416,1742,98,6,1009,341,620,2115,819,17915,5903,410,105,405,6439,1297,149,2277,908,1494,299,3509,2175,6724,3671,6085,249,18614,6378,9768,1192,2278,7902,6068,12548,4428,2308,6006,11600,1482,706,786,1302,2169,8495,6405,8035,8410,540,20379,2362
GFGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFE,11,4,0,3,0,312,9,0,0,33,120,291,87,149,0,0,0,17,0,1,0,0,55,43,62,0,21017,4470,3,0,2480,3029,342,29,771,691,545,193,210,1217,1782,2778,105,0,0,618,1335,367,521,2168,242,1099,130,570,1018,2225,254,577,153,80,755,5432,739,1,107,81,2028,106
GSLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE,0,1,0,0,0,377,0,60,164,179,252,200,100,39,152,199,47,97,853,50,2,204,58,347,1410,194,1708,945,4,0,0,420,6,7,116,185,69,50,97,89,659,190,99,0,0,2086,1092,558,270,1016,580,1286,702,133,702,758,497,377,93,208,804,1437,1139,1280,740,258,6378,1388
